text,label
"The said deposit shall be refundable to the lessee at the time the lessee hands over the vacant possession of the said house.', 'If any damages is done by the lessee to the house during the subsistence of the lease herein granted and any arrears of rent due, the lessor shall be entitled to adjust aforesaid deposit the amount necessary for making good such damages and or rents due.",none
"Damages if any to the basins, pans, water taps doors and windows, walls, alcops, electrical fittings, glazed tiles etc; or any part of the house will be made good or replaced by the lessor and the lessee has to bear the entire cost for any such replacement/repair or the lessee may get it done at his cost with the knowledge and prior consent of the lessor.', 'In the default of the lessee to undertake the repair/replacement of the damaged property or to meet the expenses, the same will be adjusted from the rent advance lying with the lessor.",none
The lessor or their authorized agents shall be entitled to enter upon the said house to inspect the conditions of the premises or to get repairs done or for other lawful purpose thereof at all reasonable times and the lessee shall allow them to so enter.,none
The lessor shall not make structural alterations in the said house or add any fixtures without the prior permission of the lessor.,none
The lessee shall pay electricity charges regularly as per the meter reading and also undertake house maintenance and water charges.,none
The lessor shall pay the property tax and other taxes on the house.,none
"If the lessee commits breach of any of the conditions here above mentioned notwithstanding the period herein above mentioned, the lessor shall be at liberty to revoke and or cancel the lease granted forthwith.",none
Two months notice on either side shall be the condition for the lessor and lessee to terminate this lease to voluntarily vacate the premises.,none
"Notwithstanding anything contained above, the lessor can terminate the lease in case the lessee defaults in payment of rent and amenity charges for two month.",none
"If the lessee desires to have this lease deed renewed for a further period after the expiry of eleven months, one month advance notice should be given in writing to the lessor for negotiating renewal on terms and conditions to be mutually agreed upon.",arg_notice
"The lessee shall observe and perform all rules regarding conditions, covenants and stipulations relating to the user of the house as laid down from time to time and shall keep the lessor indemnified against any non observance of breach thereof.",none
The lessor upon termination of the agreement will peacefully and quietly deliver unto the lessor the possession of the said premises together with fixtures and fittings and in substantially the same condition.,none
IN WITNESS WHEREOF THE LESSOR AND LESSEES HAVE HEREUNTO SIGNED THE DAY AND YEAR ABOVE WRITTEN.,none
WITNESS :\tParty of the First Part:,none
Party of the Second Part:,none
RENTAL AGREEMENT,none
"THIS RENTAL AGREEMENT is executed at Chennai - 600 041 on 14th day of July 2010 between Mr. P. JohnsonRavikumar, aged about 43 Years, residing at Plot.', 'No: 10, Door No:3, Jeevanantham Street, Lakshmipuram Tiruvanmiyur, Chennai - 600 041.', 'Which term shall include their heirs, assigns, nominees, hereinafter referred to as “HOUSE OWNER”.",arg_on
and,none
"Mr. Saravanan BV aged about 27 years, residing at Plot.', 'No: 10, Door No:3, Jeevanantham Street, Lakshmipuram Tiruvanmiyur, Chennai - 600 041.', 'Which term shall include their heirs, assigns, nominees, hereinafter referred to as “TENANT”.",arg_det
"The terms “HOUSE OWNER” and “TENANT” wherever the context so requires or admits shall mean and include their respective heirs, executors, administrators, legal representatives and assigns.",arg_det
"The HOUSE OWNER is agreed to rent out the own house premises Plot.', 'No: 10, Door No:3, Jeevanantham Street, Lakshmipuram Tiruvanmiyur, Chennai - 600 041 and the TENANT is agreed to occupy the same on paying monthly rent.",arg_det
Now the HOUSE OWNER and TENANT hereby AGREE to the following terms and conditions:,none
The agreement shall be for a period of 11 months beginning form 01.04.2010 and ending with 30.03.2011.,arg_till
"The monthly rent, water maintenance charges for the said shall be Rs.', '10,000/- (Rupees Ten Thousand only) rent should be paid according to the English calendar month and shall be payable on or before 5th of every succeeding calendar month.",arg_val
"The tenant has paid the sum of Rs.50, 000/- (Rupees Fifty thousand only) by cash without any interest, and the House Owner has to re-pay the money while the Tenant vacating the house.",arg_val
The Tenant shall use the house premises for residential purpose only and not for any other purpose.,none
"The Tenant shall maintain the leased premises in good condition and repair and deliver the same at the expiry of the lease period or sooner determination of the tenancy.', 'The tenant shall also before delivering up possession together with all the amenities provided by the House owner and the electrical fittings, repair and restore at his cost to their original.",none
The Tenant shall not make any alterations or put up any construction in the premises.,none
The Tenant shall not sub - let leased premise wholly or partially.,none
That the Tenant hereby covenants to pay the electric consumption charges to the electricity board.,none
The House Owner and Tenant hereby agree that three months advance notice in writing is essential for the tenant for vacating the premises if he chooses to terminate this agreement during the validity period.,none
"In witness whereof the house owner and tenant have set their hands and seal the day,",none
month and year first above written.,none
TENANT,none
WITNESSES:,none
1,none
RENTAL AGREEMENT,none
"This Rental Agreement made and executed at Bangalore on this 1st day April two thousand eleven (01/04/2011), between Prof. K. Parthasarathy, S/o.', 'Late T.S.Krishna Iyengar aged about 75 years, No.', '46, Srinivasa, 2nd Main Road, Hanumanthanagar, Bangalore-560019, herein after called “LESSOR” (which expression shall where-ever the context so requires or permits mean and include here heirs, executors, administrators and assign) of the FIRST PART.",arg_on
